TRD_DD,CVSRTSELL_TRDVOL,UPTICKRULE_APPL_TRDVOL,UPTICKRULE_EXCPT_TRDVOL,STR_CONST_VAL1,CVSRTSELL_TRDVAL,UPTICKRULE_APPL_TRDVAL,UPTICKRULE_EXCPT_TRDVAL,STR_CONST_VAL2
2025/01/22,"38,431",0,"38,431","2,321,243","2,070,236,700",0,"2,070,236,700","126,043,494,900"
2025/01/21,"42,295",0,"42,295","2,449,884","2,263,835,400",0,"2,263,835,400","131,068,794,000"
2025/01/20,"8,495",0,"8,495","2,161,580","454,738,600",0,"454,738,600","115,428,372,000"
2025/01/17,"58,654",0,"58,654","2,281,589","3,142,296,900",0,"3,142,296,900","122,521,329,300"
2025/01/16,"61,444",0,"61,444","2,281,600","3,348,780,000",0,"3,348,780,000","123,890,880,000"
2025/01/15,"77,839",0,"77,839","2,281,604","4,191,360,300",0,"4,191,360,300","122,522,134,800"
2025/01/14,"17,825",0,"17,825","2,281,606","962,975,400",0,"962,975,400","122,978,563,400"
2025/01/13,"166,378",0,"166,378","2,281,598","9,052,666,800",0,"9,052,666,800","123,434,451,800"
2025/01/10,"453,578",0,"453,578","2,281,604","25,347,797,900",0,"25,347,797,900","126,172,701,200"
2025/01/09,"221,172",0,"221,172","2,281,615","12,579,498,000",0,"12,579,498,000","127,998,601,500"
2025/01/08,"11,976",0,"11,976","2,662,354","680,716,500",0,"680,716,500","152,552,884,200"
2025/01/07,"174,819",0,"174,819","2,662,346","9,728,696,300",0,"9,728,696,300","147,493,968,400"
2025/01/06,"21,399",0,"21,399","2,662,631","1,184,502,900",0,"1,184,502,900","148,841,072,900"
2025/01/03,"10,497",0,"10,497","2,662,626","570,759,100",0,"570,759,100","144,846,854,400"
2025/01/02,"46,427",0,"46,427","2,662,627","2,473,622,000",0,"2,473,622,000","142,184,281,800"
